Modelo,Clasificación
"Opel Insignia ST (MY19.5) INNOVATION 1.6 CDTi Start & Stop TURBO D LVL 136 CV AT6 MY 19,5",Clasificación: C
"Opel Insignia ST (MY19.5) INNOVATION 1.6 Turbo SHT Start & Stop TURBO LWC 200 CV AT6 MY 19,5",Clasificación: C
"Opel Insignia ST (MY19.5) INNOVATION 2.0 CDTI Start & Stop TURBO D 4x4 LFS 170 CV 6V MY 19,5",Clasificación: D
"Opel Insignia ST (MY19.5) INNOVATION 2.0 CDTI Start & Stop TURBO D LFS 170 CV 6V MY 19,5",Clasificación: C
"Opel Insignia ST (MY19.5) INNOVATION 2.0 CDTI Start & Stop TURBO D LFS 170 CV AT8 MY 19,5",Clasificación: D
"Opel Insignia ST (MY19.5) SELECTIVE 1.5 Turbo XFL Start & Stop LFV 140 CV 6V MY 19,5",Clasificación: B
"Opel Insignia ST (MY19.5) SELECTIVE 1.6 CDTi Start & Stop ecoTEC D LXO 110 CV 6V MY 19,5",Clasificación: B
"Opel Insignia ST (MY19.5) SELECTIVE 1.6 CDTi Start & Stop TURBO D LVL 136 CV 6V MY 19,5",Clasificación: B
"Opel Insignia ST (MY19.5) SELECTIVE PRO 1.6 CDTi Start & Stop ecoTEC D LXO 110 CV 6V MY 19,5",Clasificación: B
"Opel Insignia ST (MY19.5) SELECTIVE PRO 1.6 CDTi Start & Stop TURBO D LVL 136 CV 6V MY 19,5",Clasificación: B
"Opel Insignia ST (MY19.5) SELECTIVE PRO 1.6 CDTi Start & Stop TURBO D LVL 136 CV AT6 MY 19,5",Clasificación: C
"Opel Insignia ST (MY19.5) ULTIMATE 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV AT6 MY 19,5",Clasificación: B
"Opel Insignia ST (MY19.5) ULTIMATE 1.6 Turbo SHT Start & Stop TURBO LWC 200 CV AT6 MY 19,5",Clasificación: C
"Opel Insignia ST (MY19.5) ULTIMATE 2.0 CDTI BITURBO Start & Stop 4x4 LFO 210 CV AT8 MY 19,5",Clasificación: F
"Opel Insignia ST (MY19.5) ULTIMATE 2.0 CDTI Start & Stop TURBO D LFS 170 CV AT8 MY 19,5",Clasificación: D
Opel Insignia ST (MY20.0) 120 Aniversario 1.5 Turbo XFL Start & Stop LFV 140 CV (103kW) 6V,Clasificación: A
Opel Insignia ST (MY20.0) 120 Aniversario 1.6 CDTi Start & Stop TURBO D LVL 136 CV (100kW) 6V,Clasificación: B
Opel Insignia ST (MY20.0) Innovation 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV (121kW) 6V,Clasificación: A
Opel Insignia ST (MY20.0) Innovation 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV (121kW) AT6,Clasificación: B
Opel Insignia ST (MY20.0) Innovation 1.6 CDTi Start & Stop TURBO D LVL 136 CV (100 kW) 6V,Clasificación: B
Opel Insignia ST (MY20.0) Innovation 1.6 CDTi Start & Stop TURBO D LVL 136 CV (100kW) AT6,Clasificación: C
Opel Insignia ST (MY20.0) Selective 1.5 Turbo XFL Start & Stop LFV 140 CV (103kW) 6V,Clasificación: A
Opel Insignia ST (MY20.0) Selective 1.6 CDTi Start & Stop ecoTEC D LXO 110 CV (81kW) 6V,Clasificación: B
Opel Insignia ST (MY20.0) Selective 1.6 CDTi Start & Stop TURBO D LVL 136 CV (100kW) 6V,Clasificación: B
Opel Insignia ST (MY20.0) Ultimate 1.5 Turbo XFT Start & Stop TURBO LFV 165 CV (121kW) AT6,Clasificación: B
Opel Insignia ST (MY20.0) Ultimate 2.0 CDTI Start & Stop TURBO D LFS 170 CV (125kW) AT8,Clasificación: D
Opel Insignia ST (MY21.0) Business Edition 1.5D DVH AT8 S/S 122 CV (90kW),Clasificación: B
Opel Insignia ST (MY21.0) Business Edition 1.5D DVH MT6 S/S 122 CV (90kW),Clasificación: B
Opel Insignia ST (MY21.0) Business Elegance 1.5D DVH AT8 S/S 122 CV (90kW),Clasificación: B
Opel Insignia ST (MY21.0) Business Elegance 1.5D DVH MT6 S/S 122 CV (90kW),Clasificación: B
Opel Insignia ST (MY21.0) Business Elegance 2.0D DVH AT8 S/S 174 CV (130 kW),Clasificación: B
Opel Insignia ST (MY21.0) Business Elegance 2.0D DVH MT6 S/S 174 CV (130 kW),Clasificación: B
Opel Insignia ST (MY21.0) Business Elegance 2.0T SHT AT9 S/S 170 CV (125kW),Clasificación: C
Opel Insignia ST (MY21.0) Business Elegance 2.0T SHT AT9 S/S 200 CV (149 kW),Clasificación: C
Opel Insignia ST (MY21.0) Edition 1.5D DVH MT6 S/S 122 CV (90kW),Clasificación: A
Opel Insignia ST (MY21.0) GS Line 1.5D DVH AT8 S/S 122 CV (90kW),Clasificación: B
Opel Insignia ST (MY21.0) GS Line 1.5D DVH MT6 S/S 122 CV (90kW),Clasificación: B
Opel Insignia ST (MY21.0) GS Line 2.0T SHT AT9 S/S 170 CV (125kW),Clasificación: C
Opel Insignia ST (MY21.0) GS Line Plus 2.0D DVH AT8 S/S 174 CV (130 kW),Clasificación: B
Opel Insignia ST (MY21.0) GS Line Plus 2.0T SHT AT9 S/S 170 CV (125kW),Clasificación: C
Opel Insignia ST (MY21.0) GS Line Plus 2.0T SHT AT9 S/S 200 CV (149 kW),Clasificación: C
Opel Mokka (MY21.0) Business Elegance 1.2 T AT8 S/S 130 CV (96KW),Clasificación: C
Opel Mokka (MY21.0) Business Elegance 1.2 T MT6 S/S 100 CV (74KW),Clasificación: C
Opel Mokka (MY21.0) Business Elegance 1.2 T MT6 S/S 130 CV (96KW),Clasificación: C
Opel Mokka (MY21.0) Business Elegance 1.5 D MT6 S/S 110 CV (81KW),Clasificación: C
Opel Mokka (MY21.0) Edition 1.2 T MT6 S/S 100 CV (74KW),Clasificación: C
Opel Mokka (MY21.0) Edition 1.5 D MT6 S/S 110 CV (81KW),Clasificación: C
Opel Mokka (MY21.0) GS Line 1.2 T AT8 S/S 130 CV (96KW),Clasificación: C
Opel Mokka (MY21.0) GS Line 1.2 T MT6 S/S 130 CV (96KW),Clasificación: C
Opel Mokka (MY21.0) GS Line 1.5 D MT6 S/S 110 CV (81KW),Clasificación: C
Opel Mokka (MY21.0) Mokka-e BEV 50kWh Business Elegance,Clasificación: Sin clasificación
Opel Mokka (MY21.0) Mokka-e BEV 50kWh Edition,Clasificación: Sin clasificación
Opel Mokka (MY21.0) Mokka-e BEV 50kWh GS Line,Clasificación: Sin clasificación
Opel Mokka (MY21.0) Mokka-e BEV 50kWh Ultimate,Clasificación: Sin clasificación
Opel Mokka (MY21.0) Ultimate 1.2 T AT8 S/S 130 CV (96KW),Clasificación: C
Opel Mokka (MY21.0) Ultimate 1.2 T MT6 S/S 130 CV (96KW),Clasificación: C
Opel Mokka (MY21.0) Ultimate 1.5 D MT6 S/S 110 CV (81KW),Clasificación: C
"Opel Mokka (MY22.0) Business elegance 1,2 T 100cv MT6 S/S 100 74Kw",Clasificación: D
"Opel Mokka (MY22.0) Business elegance 1,2 T 130cv AT8 S/S 130 96 Kw",Clasificación: E
"Opel Mokka (MY22.0) Business elegance 1,2 T 130cv MT6 S/S 130 96 Kw",Clasificación: D
"Opel Mokka (MY22.0) Business elegance 1,5 D 110cv MT6 S/S 110 81Kw",Clasificación: D
"Opel Mokka (MY22.0) Edition 1,2 T 100cv MT6 S/S 100 74Kw",Clasificación: D
"Opel Mokka (MY22.0) Edition 1,5 D 110cv MT6 S/S 110 81Kw",Clasificación: D
"Opel Mokka (MY22.0) GS line 1,2 T 130cv AT8 S/S 130 96 Kw",Clasificación: E
"Opel Mokka (MY22.0) GS Line 1,2 T 130cv MT6 S/S 130 96 Kw",Clasificación: D
"Opel Mokka (MY22.0) GS line 1,5 D 110cv MT6 S/S 110 81Kw",Clasificación: B
"Opel Mokka (MY22.0) Ultimate 1,2 T 130cv AT8 S/S 130 96 Kw",Clasificación: E
"Opel Mokka (MY22.0) Ultimate 1,2 T 130cv MT6 S/S 130 96 Kw",Clasificación: D
"Opel Mokka (MY22.0) Ultimate 1,5 D 110cv MT6 S/S 110 81Kw",Clasificación: D
"Opel Mokka (MY23.0) Edition 1,2 T 100cv MT6 S/S",Clasificación: B
"Opel Mokka (MY23.0) Edition 1,5 D 110cv MT6 S/S",Clasificación: A
"Opel Mokka (MY23.0) GS 1,2 T 130cv AT8 S/S",Clasificación: B
"Opel Mokka (MY23.0) GS 1,2 T 136cv MT6 S/S",Clasificación: B
"Opel Mokka (MY23.0) GS 1,5 D 110cv MT6 S/S",Clasificación: B
"Opel Mokka (MY23.0) Ultimate 1,2 T 130cv AT8 S/S",Clasificación: B
"Opel Mokka (MY23.0) Ultimate 1,2 T 136cv MT6 S/S",Clasificación: B
"Opel Mokka (MY23.0) Ultimate 1,5 D 110cv MT6 S/S",Clasificación: B
"Opel Mokka (MY24.0) EDITION 1,2 T 100cv MT6 S/S 100 CV",Clasificación: B
"Opel Mokka (MY24.0) EDITION 1,2 T 136cv MT6 S/S 136 CV",Clasificación: A
"Opel Mokka (MY24.0) GS 1,2 T 130cv AT8 S/S 130 CV",Clasificación: B
"Opel Mokka (MY24.0) GS 1,2 T 136cv MT6 S/S 136 CV",Clasificación: A
"Opel Mokka (MY24.0) ULTIMATE 1,2 T 130cv AT8 S/S 130 CV",Clasificación: B
"Opel Mokka (MY24.0) ULTIMATE 1,2 T 136cv MT6 S/S 136 CV",Clasificación: A
Opel Mokka-e (MY22.0) Business elegance-e BEV 136 cv (100kW),Clasificación: Sin clasificación
Opel Mokka-e (MY22.0) Edition-e BEV 136 cv (100kW),Clasificación: Sin clasificación
Opel Mokka-e (MY22.0) GS line-e BEV 136 cv (100kW),Clasificación: Sin clasificación
Opel Mokka-e (MY22.0) Ultimate-e BEV 136 cv (100kW),Clasificación: Sin clasificación
Opel Mokka-e (MY23.0) GS-e 136 cv (100kW),Clasificación: Sin clasificación
Opel Mokka-e (MY23.0) Ultimate-e 136 cv (100kW),Clasificación: Sin clasificación
Opel Mokka-e (MY24.0) EDITION-e 136 CV (100kW),Clasificación: Sin clasificación
Opel Mokka-e (MY24.0) GS-e 136 CV (100kW),Clasificación: Sin clasificación
Opel Mokka-e (MY24.0) GS-e 156 CV (115kW),Clasificación: Sin clasificación
Opel Mokka-e (MY24.0) ULTIMATE-e 136 CV (100kW),Clasificación: Sin clasificación
Opel Mokka-e (MY24.0) ULTIMATE-e 156 CV (115kW),Clasificación: Sin clasificación
Opel Movano (MY20.0) Chasis Cabina 2.3 Turbo Diésel L2 H1 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Chasis Cabina 2.3 Turbo Diésel L3 H1 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Chasis Doble Cabina 2.3 Turbo Diésel L2 H1 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Chasis Doble Cabina 2.3 Turbo Diésel L3 H1 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Combi 2.3 Turbo Diésel L2 H2 3.300 kg con Start/Stop,Clasificación: B
Opel Movano (MY20.0) Combi 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop,Clasificación: B
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L1 H1 2.800 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L1 H1 3.500 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L1 H2 3.300 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L1 H2 3.500 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L2 H2 3.300 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L2 H2 3.500 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 180 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L2 H3 3.500 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L2 H3 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L2 H3 3.500 kg con Start/Stop 180 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L3 H2 3.500 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 180 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L3 H3 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón 2.3 Turbo Diésel L3 H3 3.500 kg con Start/Stop 180 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón Doble Cabina 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Furgón Doble Cabina 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Plataforma 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.0) Plataforma 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Chasis Cabina 2.3 Turbo Diésel L2 H1 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Chasis Cabina 2.3 Turbo Diésel L3 H1 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Chasis Doble Cabina 2.3 Turbo Diésel L2 H1 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Chasis Doble Cabina 2.3 Turbo Diésel L3 H1 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Combi 2.3 Turbo Diésel L2 H2 3.300 kg con Start/Stop,Clasificación: B
Opel Movano (MY20.5) Combi 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop,Clasificación: B
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L1 H1 2.800 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L1 H1 3.500 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L1 H2 3.300 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L1 H2 3.500 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H2 3.300 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H2 3.500 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 180 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H3 3.500 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H3 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H3 3.500 kg con Start/Stop 180 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L3 H2 3.500 kg 135 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 180 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L3 H3 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L3 H3 3.500 kg con Start/Stop 180 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón Doble Cabina 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Furgón Doble Cabina 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Plataforma 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano (MY20.5) Plataforma 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 150 CV,Clasificación: Sin clasificación
Opel Movano Chasis (MY23A) BASE Light L3 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Chasis (MY23A) BASE Reforzada L2S 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Chasis (MY23A) BASE Reforzada L3 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Chasis (MY23A) BASE Reforzada L4 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Chasis (MY23A) CAJA ABIERTA BASE Light 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Chasis (MY23A) CAJA ABIERTA BASE Light 3.5T BlueHDi 165 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Chasis (MY23A) DC BASE Reforzada L4 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Chasis (MY23A) VOLQUETE TIPPER BASE Reforzada L3 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Chasis (MY23A) VOLQUETE TIPPER BASE Reforzada L3 3.5T BlueHDi 165 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L1 H1 3.0T BlueHDi 120 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L1 H1 3.0T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L1H1 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L2 H1 3.3T BlueHDi 120 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L2 H1 3.3T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L2 H2 3.3T BlueHDi 120 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L2 H2 3.3T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L2H2 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L2H2 3.5T BlueHDi 165 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L3H2 3.5T BlueHDi 140 S&S6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L3H2 3.5T BlueHDi 165 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE LIGHT L3H3 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE Reforzada L3H2 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE Reforzada L4H2 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE Reforzada L4H2 3.5T BlueHDi 165 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE Reforzada L4H3 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) BASE Reforzada L4H3 3.5T BlueHDi 165 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) DC BASE LIGHT L2H2 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgón (MY23A) DC BASE LIGHT L3H2 3.5T BlueHDi 140 S&S 6.4,Clasificación: Sin clasificación
Opel Movano Furgon BASE LIGHT L1H1 3.5T 2.2 BlueHDi 120 STT DPF E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE LIGHT L2H1 3.5T 2.2 BlueHDi 120 STT DPF E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE LIGHT L2H2 3.5T 2.2 BlueHDi 120 STT DPF E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE LIGHT L2H2 3.5T 2.2 BlueHDi 140 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE LIGHT L2H2 3.5T 2.2 BlueHDi 165 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE LIGHT L3H2 3.5T 2.2 BlueHDi 120 STT DPF E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE LIGHT L3H2 3.5T 2.2 BlueHDi 140 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE LIGHT L3H2 3.5T 2.2 BlueHDi 165 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE LIGHT L3H3 3.5T 2.2 BlueHDi 140 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE LIGHT L3H3 3.5T 2.2 BlueHDi 165 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE Reforzada L3H2 3.5T 2.2 BlueHDi 140 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE Reforzada L3H2 3.5T 2.2 BlueHDi 165 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE Reforzada L3H3 3.5T 2.2 BlueHDi 165 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE Reforzada L4H2 3.5T 2.2 BlueHDi 165 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon BASE Reforzada L4H2 4.0T 2.2 BlueHDi 165 DPF STT E6.3 MT6,Clasificación: B
Opel Movano Furgon BASE Reforzada L4H3 3.5T 2.2 BlueHDi 165 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon DOBLE CABINA BASE Light L2H2 3.5T BlueHDi 140 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano Furgon DOBLE CABINA BASE Light L3H2 3.5T BlueHDi 140 DPF STT E6.3 MT6,Clasificación: Sin clasificación
Opel Movano-e Furgón (MY22B) EDITION Reforzada L2H2 3.5T ELÉCTRICO 37 KWh / 90KW /122CV,Clasificación: Sin clasificación
Opel Movano-e Furgón (MY22B) EDITION Reforzada L3H2 3.5T ELÉCTRICO 75 KWh / 90KW /122CV,Clasificación: Sin clasificación
Opel Movano-e Furgón (MY22B) EDITION Reforzada L3H2 4.0T ELÉCTRICO 75 KWh / 90KW /122CV,Clasificación: Sin clasificación
Opel Movano-e Furgón (MY22B) EDITION Reforzada L4H3 3.5T ELÉCTRICO 75 KWh / 90KW /122CV,Clasificación: Sin clasificación
"Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L2H2 3,5T ELÉCTRICO 37 KWh / 90KW /122CV",Clasificación: Sin clasificación
"Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L3H2 3,5T ELÉCTRICO 75 KWh / 90KW /122CV",Clasificación: Sin clasificación
"Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L3H2 4,0T ELÉCTRICO 75 KWh / 90KW /122CV",Clasificación: Sin clasificación
"Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L4H3 3,5T ELÉCTRICO 75 KWh / 90KW /122CV",Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Doble Cabina Fija-L -2.0 BlueHDi 145 MT6 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Doble Cabina Fija-M -2.0 BlueHDi 145 MT6 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Doble Cabina Fija-M -Electric Motor 100 kW + Batería 75 kWh,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Doble Cabina Plegable-L -2.0 BlueHDi 145 MT6 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Doble Cabina Plegable-M -1.5 BlueHDi 120 S&S MT6 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Doble Cabina Plegable-M -2.0 BlueHDi 145 MT6 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Furgón-L -1.5 BlueHDi 120 S&S MT6 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Furgón-L -2.0 BlueHDi 145 MT6 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Furgón-L -2.0 BlueHDi 145 S&S EAT8 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Furgón-L -Electric Motor 100 kW + Batería 50 kWh,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Furgón-L -Electric Motor 100 kW + Batería 75 kWh,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Furgón-M -1.5 BlueHDi 120 S&S MT6 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Furgón-M -2.0 BlueHDi 145 MT6 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Furgón-M -2.0 BlueHDi 145 S&S EAT8 6.4,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Furgón-M -Electric Motor 100 kW + Batería 50 kWh,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Furgón-M -Electric Motor 100 kW + Batería 75 kWh,Clasificación: Sin clasificación
Opel Vivaro Nuevo Vivaro Plataforma-M -2.0 BlueHDi 145 S&S MT6 6.4,Clasificación: Sin clasificación
Opel Vivaro (MY 21.0) Combi L 1.5 Diesel 120 CV MT6,Clasificación: B
Opel Vivaro (MY 21.0) Combi L 2.0 Diesel 145 CV AT8,Clasificación: C
Opel Vivaro (MY 21.0) Combi L 2.0 Diesel 145 CV MT6,Clasificación: C
Opel Vivaro (MY 21.0) Combi M 1.5 Diesel 120 CV MT6,Clasificación: C
Opel Vivaro (MY 21.0) Combi M 2.0 Diesel 145 CV AT8,Clasificación: D
Opel Vivaro (MY 21.0) Combi M 2.0 Diesel 145 CV MT6,Clasificación: D
Opel Vivaro (MY 21.0) Combi S 1.5 Diesel 120 CV MT6,Clasificación: D
Opel Vivaro (MY 21.0) Combi S 2.0 Diesel 145 CV AT8,Clasificación: E
Opel Vivaro (MY20.0) Express L Incrementada 1200 kg 1.5 Diesel MT6 100 CV,Clasificación: Sin clasificación
Opel Vivaro (MY20.0) Express L Incrementada 1200 kg 1.5 Diesel MT6 100 CV,Clasificación: Sin clasificación
