Modelo;Motorización;Categoría;Nº de Plazas;MTMA;Potencia eléctrica (kW);Consumo eléctrico (kWh/100km);Capacidad de la batería (kWh);Autonomía eléctrica (km)
Opel Astra ST Electric (MY24.0) GS Electric 54kWh 156 CV (115kW);Eléctricos puros;M1;5;2175;115;15;54;413
Opel COMBO CARGO Nuevo Combo Cargo Electric Doble Cabina Eléctrico 100kW Batería 50kWH;Eléctricos puros;N1;5;2455;100;19.2;50;326
Opel COMBO CARGO Nuevo Combo Cargo Electric L 800kg Eléctrico 100kW Batería 50kWH;Eléctricos puros;N1;2;2455;100;18.6;50;336
Opel COMBO CARGO Nuevo Combo Cargo Electric XL 800kg Eléctrico 100kW Batería 50kWH;Eléctricos puros;N1;2;2450;100;18.9;50;331
Opel Combo cargo-e (MY22-0) Doble cabina 100kw / 136 CV;Eléctricos puros;N1;5;2450;100;20.9;50;267
Opel Combo cargo-e (MY22-0) Express 100kw / 136 CV;Eléctricos puros;N1;2;2390;100;20;50;277
Opel Combo cargo-e (MY22-0) Select 100kw / 136 CV;Eléctricos puros;N1;2;2390;100;20.2;50;275
Opel Combo cargo-e (MY22-0) Select xl 100kw / 136 CV;Eléctricos puros;N1;2;2385;100;20.3;50;273
Opel Combo-e Cargo (MY23B) Combo-e Cargo Doble Cabina Eléctrico  100kW Batería 50kWH;Eléctricos puros;N1;5;2290;100;19.2;50;267
Opel Combo-e Cargo (MY23B) Combo-e Cargo L 800kg Eléctrico  100kW Batería 50kWH;Eléctricos puros;N1;5;2290;100;19.2;50;267
Opel Combo-e Cargo (MY23B) Combo-e Cargo XL 800kg Eléctrico  100kW Batería 50kWH;Eléctricos puros;N1;5;2290;100;19.2;50;267
Opel Combo-e Life (MY22.0) EDITION 100kw / 136 CV;Eléctricos puros;M1;5;2290;100;19.2;50;287
Opel Combo-e Life (MY22.0) ELEGANCE 100kw / 136 CV;Eléctricos puros;M1;5;2290;100;19.5;50;283
Opel Combo-e Life (MY22.0) ELEGANCE 100kw / 136 CV;Eléctricos puros;M1;5;2320;100;19.9;50;279
Opel Combo-e Life (MY22.0) ELEGANCE PLUS 100kw / 136 CV;Eléctricos puros;M1;5;2290;100;19.8;50;280
Opel Combo-e Life (MY23B) Combo -e Life L Edition 100kw / 136 CV;Eléctricos puros;M1;5;2290;100;19.2;50;287
Opel Combo-e Life (MY23B) Combo -e Life L Edition Plus 100kw / 136 CV;Eléctricos puros;M1;5;2290;100;19.2;50;287
Opel Combo-e Life (MY23B) Combo -e Life L Elegance Plus 100kw / 136 CV;Eléctricos puros;M1;5;2290;100;19.8;50;280
Opel Combo-e Life (MY23B) Combo -e Life XL Edition 100kw / 136 CV;Eléctricos puros;M1;5;2290;100;19.2;50;287
Opel Combo-e Life (MY23B) Combo -e Life XL Edition Plus 100kw / 136 CV;Eléctricos puros;M1;5;2290;100;19.2;50;287
Opel Combo-e Life (MY23B) Combo -e Life XL Elegance Plus 100kw / 136 CV;Eléctricos puros;M1;5;2290;100;19.8;50;280
Opel Corsa Electric (MY24.0) Edition Electric 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1920;100;15.8;50;354
Opel Corsa Electric (MY24.0) GS Electric 51kWh Long Range 156 CV (115kW);Eléctricos puros;M1;5;1920;115;14.2;51;405
Opel Corsa-e (MY20.0) Edition-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;330
Opel Corsa-e (MY20.0) First Edition BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;330
Opel Corsa-e (MY20.0) Selection-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;330
Opel Corsa-e (MY20.5) Edition-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;330
Opel Corsa-e (MY20.5) Elegance-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;330
Opel Corsa-e (MY20.5) First Edition BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;330
Opel Corsa-e (MY20.5) Selection-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;330
Opel Corsa-e (MY21.A) Edition-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.A) Elegance-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.A) GS Line + - e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.A) Ultimate-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.B) Edition-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.B) Elegance-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.B) GS Line + - e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.B) Ultimate-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.C) Design & Tech BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1920;100;16.2;50;345
Opel Corsa-e (MY21.C) Edition-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.C) Elegance-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.C) GS Line + - e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY21.C) Ultimate-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1916;100;17;50;337
Opel Corsa-e (MY22.0) 40 Aniversario BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1920;100;16.2;50;353
Opel Corsa-e (MY22.0) Edition-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1920;100;15.9;50;351
Opel Corsa-e (MY22.0) Elegance-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1920;100;16.2;50;345
Opel Corsa-e (MY22.0) GS-Line-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1920;100;16.2;50;345
Opel Corsa-e (MY22.0) Ultimate-e BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1920;100;15.9;50;351
Opel Corsa-e (MY23.0) Edition BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1920;100;15.5;50;361
Opel Corsa-e (MY23.0) Elegance BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1920;100;15.5;50;361
Opel Corsa-e (MY23.0) GS BEV 50kWh 136 CV (100kW);Eléctricos puros;M1;5;1920;100;15.5;50;361
Opel Grandland PHEV (MY22.0) Business edition 1.6 Turbo  AT8 4x2 225cv;Híbridos enchufables;M1;5;2370;165;17.5;13;59
Opel Grandland PHEV (MY22.0) GS line 1.6 Turbo  AT8 4x2 225cv;Híbridos enchufables;M1;5;2370;165;17.5;13;59
Opel Grandland PHEV (MY22.0) GS line 1.6 Turbo  AT8 4x4 300cv;Híbridos enchufables;M1;5;2370;221;17.5;13;64
Opel Grandland PHEV (MY22.0) Ultimate 1.6 Turbo  AT8 4x2 225cv;Híbridos enchufables;M1;5;2370;165;17.5;13;59
Opel Grandland PHEV (MY22.0) Ultimate 1.6 Turbo  AT8 4x4 300cv;Híbridos enchufables;M1;5;2370;221;17.5;13;64
Opel Grandland PHEV (MY23.0) GS 1.6 Turbo AT8 4x2 225 cv;Híbridos enchufables;M1;5;2370;66;18.2;13;59
Opel Grandland PHEV (MY23.0) Gse 1.6 Turbo AT8 4x4 300 cv;Híbridos enchufables;M1;5;2370;67;17.7;13;64
Opel Grandland X PHEV (MY20.5) Selective 1.6 Turbo AT8 4X2 225 CV;Híbridos enchufables;M1;5;2020;81.2;0;13.2;57
Opel Grandland X PHEV (MY20.5) Ultimate 1.6 Turbo AT8 4X2 225 CV;Híbridos enchufables;M1;5;2020;81.2;0;13.2;57
Opel Grandland X PHEV (MY20.5) Ultimate 1.6 Turbo AT8 4X4 300 CV;Híbridos enchufables;M1;5;2020;82.1;0;13.2;59
Opel Grandland X PHEV (MY21.0) Edition 1.6 Turbo  AT8 4X2 225 CV (165KW);Híbridos enchufables;M1;5;2020;81.2;0;13.2;57
Opel Grandland X PHEV (MY21.0) Ultimate 1.6 Turbo  AT8 4X2 225 CV (165KW);Híbridos enchufables;M1;5;2020;81.2;0;13.2;57
Opel Grandland X PHEV (MY21.0) Ultimate 1.6 Turbo  AT8 4X4 300 CV (221KW);Híbridos enchufables;M1;5;2020;82.1;0;13.2;59
Opel Mokka (MY21.0) Mokka-e BEV 50kWh Business Elegance;Eléctricos puros;M1;5;2015;100;17.8;50;324
Opel Mokka (MY21.0) Mokka-e BEV 50kWh Edition;Eléctricos puros;M1;5;2015;100;17.8;50;324
Opel Mokka (MY21.0) Mokka-e BEV 50kWh GS Line;Eléctricos puros;M1;5;2015;100;17.8;50;324
Opel Mokka (MY21.0) Mokka-e BEV 50kWh Ultimate;Eléctricos puros;M1;5;2015;100;17.8;50;324
Opel Mokka-e (MY22.0) Business elegance-e BEV 136 cv (100kW);Eléctricos puros;M1;5;2015;100;17;50;363
Opel Mokka-e (MY22.0) Edition-e BEV 136 cv (100kW);Eléctricos puros;M1;5;2015;100;17;50;363
Opel Mokka-e (MY22.0) GS line-e BEV 136 cv (100kW);Eléctricos puros;M1;5;2015;100;17;50;363
Opel Mokka-e (MY22.0) Ultimate-e BEV 136 cv (100kW);Eléctricos puros;M1;5;2015;100;17;50;363
Opel Mokka-e (MY23.0) GS-e 136 cv (100kW);Eléctricos puros;M1;5;2015;57;16.7;50;324
Opel Mokka-e (MY23.0) Ultimate-e 136 cv (100kW);Eléctricos puros;M1;5;2015;57;16.7;50;324
Opel Mokka-e (MY24.0) EDITION-e 136 CV (100kW);Eléctricos puros;M1;5;2015;100;16.7;50;324
Opel Mokka-e (MY24.0) GS-e 136 CV (100kW);Eléctricos puros;M1;5;2015;100;16.7;50;324
Opel Mokka-e (MY24.0) GS-e 156 CV (115kW);Eléctricos puros;M1;5;2015;115;16.4;51;374
Opel Mokka-e (MY24.0) ULTIMATE-e 136 CV (100kW);Eléctricos puros;M1;5;2015;100;16.7;50;324
Opel Mokka-e (MY24.0) ULTIMATE-e 156 CV (115kW);Eléctricos puros;M1;5;2015;115;16.4;51;374
Opel Movano-e Furgón (MY22B) EDITION Reforzada L2H2 3.5T ELÉCTRICO 37 KWh / 90KW /122CV;Eléctricos puros;N1;3;3500;90;36.1;37;117
Opel Movano-e Furgón (MY22B) EDITION Reforzada L3H2 3.5T ELÉCTRICO 75 KWh / 90KW /122CV;Eléctricos puros;N1;3;3500;90;35.2;75;249
Opel Movano-e Furgón (MY22B) EDITION Reforzada L3H2 4.0T ELÉCTRICO 75 KWh / 90KW /122CV;Eléctricos puros;N1;3;4000;90;35.2;75;249
Opel Movano-e Furgón (MY22B) EDITION Reforzada L4H3 3.5T ELÉCTRICO 75 KWh / 90KW /122CV;Eléctricos puros;N1;3;3500;90;35.2;75;249
Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L2H2 3,5T ELÉCTRICO 37 KWh / 90KW /122CV;Eléctricos puros;N1;3;3500;90;36.1;37;117
Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L3H2 3,5T ELÉCTRICO 75 KWh / 90KW /122CV;Eléctricos puros;N1;3;3500;90;38.3;75;224
Opel Movano-e Furgón Opel Movano-e Furgón EDITION Reforzada L4H3 3,5T ELÉCTRICO 75 KWh / 90KW /122CV;Eléctricos puros;N1;3;3500;90;38.3;75;224
Opel Vivaro  Nuevo Vivaro Doble Cabina Fija-M -Electric Motor 100 kW + Batería 75 kWh;Eléctricos puros;N1;6;3100;100;245;75;341
Opel Vivaro  Nuevo Vivaro Furgón-L -Electric Motor 100 kW + Batería 50 kWh;Eléctricos puros;N1;3;2867;100;238;50;221
Opel Vivaro  Nuevo Vivaro Furgón-L -Electric Motor 100 kW + Batería 75 kWh;Eléctricos puros;N1;3;3053;100;240;75;348
Opel Vivaro  Nuevo Vivaro Furgón-M -Electric Motor 100 kW + Batería 50 kWh;Eléctricos puros;N1;3;2846;100;236;50;223
Opel Vivaro  Nuevo Vivaro Furgón-M -Electric Motor 100 kW + Batería 75 kWh;Eléctricos puros;N1;3;3021;100;237;75;352
Opel Vivaro Combi Nuevo Vivaro Combi Electric Motor 100 kW + 50 kWh Batería;Eléctricos puros;M1;9;3000;100;239;50;220
Opel Vivaro Combi Nuevo Vivaro Combi Electric Motor 100 kW + 75 kWh Batería;Eléctricos puros;M1;9;3100;100;240;75;348
Opel Vivaro Combi Nuevo Vivaro Combi Electric XL Motor 100 kW + 50 kWh Batería;Eléctricos puros;M1;9;3030;100;224;50;234
Opel Vivaro Combi Nuevo Vivaro Combi Electric XL Motor 100 kW + 75 kWh Batería;Eléctricos puros;M1;9;3130;100;242;75;345
Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) L EXPRESS BEV 230 100kw / 136 CV;Eléctricos puros;M1;9;3030;100;28.2;50;238
Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) L EXPRESS BEV 330 100kw / 136 CV;Eléctricos puros;M1;9;3100;100;29.5;75;315
Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) M EXPRESS BEV 230 100kw / 136 CV;Eléctricos puros;M1;9;3015;100;28.1;50;220
Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) M EXPRESS BEV 330 100kw / 136 CV;Eléctricos puros;M1;9;3100;100;29.5;75;317
Opel Vivaro Furgón-e (MY22.0) L SELECT BEV 230 100kw/136CV;Eléctricos puros;N1;3;2890;100;281;50;220
Opel Vivaro Furgón-e (MY22.0) L SELECT BEV 330 100kw/136CV;Eléctricos puros;N1;3;3045;100;294;75;316
Opel Vivaro Furgón-e (MY22.0) M INNOVATION BEV 230 100kw/136CV;Eléctricos puros;N1;3;2875;100;281;50;214
Opel Vivaro Furgón-e (MY22.0) M INNOVATION BEV 330 100kw/136CV;Eléctricos puros;N1;3;3025;100;281;75;308
Opel Vivaro Furgón-e (MY22.0) M SELECT BEV 230 100kw/136CV;Eléctricos puros;N1;3;2865;100;281;50;222
Opel Vivaro Furgón-e (MY22.0) M SELECT BEV 330 100kw/136CV;Eléctricos puros;N1;3;3015;100;281;75;319
Opel Vivaro Furgón-e (MY22.0) S SELECT BEV 230 100kw/136CV;Eléctricos puros;N1;3;2830;100;281;50;223
Opel Vivaro plataforma-e (MY22.0) Opel Vivaro plataforma-e (MY22,0) M BEV 100 kW / 75 kWh Batería;Eléctricos puros;N1;3;3100;100;40.7;75;264
Opel Vivaro-e (MY 21.0) Combi Express L BEV 230 136 CV (100KW);Eléctricos puros;M1;9;3030;100;24.65;50;231
Opel Vivaro-e (MY 21.0) Combi Express L BEV 330 136 CV (100KW);Eléctricos puros;M1;9;3100;100;25.85;75;329
Opel Vivaro-e (MY 21.0) Combi Express M BEV 230 136 CV (100KW);Eléctricos puros;M1;9;3015;100;24.65;50;231
Opel Vivaro-e (MY 21.0) Combi Express M BEV 330 136 CV (100KW);Eléctricos puros;M1;9;3100;100;25.85;75;329
Opel Vivaro-e (MY 21.0) Combi Express S BEV 230 136 CV (100KW);Eléctricos puros;M1;9;2925;100;24.65;50;231
Opel Vivaro-e (MY 21.0) Furgón Express L BEV 230 136 CV (100KW);Eléctricos puros;N1;2;2890;100;24.65;50;231
Opel Vivaro-e (MY 21.0) Furgón Express L BEV 330 136 CV (100KW);Eléctricos puros;N1;2;3045;100;25.85;75;329
Opel Vivaro-e (MY 21.0) Furgón Express M BEV 230 136 CV (100KW);Eléctricos puros;N1;2;2865;100;24.65;50;231
Opel Vivaro-e (MY 21.0) Furgón Express M BEV 330 136 CV (100KW);Eléctricos puros;N1;2;3015;100;25.85;75;329
Opel Vivaro-e (MY 21.0) Furgón Express S BEV 230 136 CV (100KW);Eléctricos puros;N1;2;2830;100;24.65;50;231
Opel Vivaro-e (MY 21.0) Furgón Innovation M BEV 230 136 CV (100KW);Eléctricos puros;N1;3;2875;100;24.65;50;231
Opel Vivaro-e (MY 21.0) Furgón Innovation M BEV 330 136 CV (100KW);Eléctricos puros;N1;3;3025;100;25.85;75;329
Opel Vivaro-e (MY 21.0) Furgón Select L BEV 230 136 CV (100KW);Eléctricos puros;N1;2;2890;100;24.65;50;231
Opel Vivaro-e (MY 21.0) Furgón Select L BEV 330 136 CV (100KW);Eléctricos puros;N1;2;3045;100;25.85;75;329
Opel Vivaro-e (MY 21.0) Furgón Select M BEV 230 136 CV (100KW);Eléctricos puros;N1;2;2865;100;24.65;50;231
Opel Vivaro-e (MY 21.0) Furgón Select M BEV 330 136 CV (100KW);Eléctricos puros;N1;2;3015;100;25.85;75;329
Opel Vivaro-e (MY 21.0) Furgón Select S BEV 230 136 CV (100KW);Eléctricos puros;N1;2;2830;100;24.65;50;231
Opel Zafira  Nuevo Zafira Electric GS Motor 100 kW + 75 kWh Batería;Eléctricos puros;M1;8;3100;100;241;75;346
Opel Zafira  Nuevo Zafira Electric Motor 100 kW + 50 kWh Batería;Eléctricos puros;M1;8;2941;100;240;50;220
Opel Zafira  Nuevo Zafira Electric Motor 100 kW + 75 kWh Batería;Eléctricos puros;M1;8;3100;100;224;75;371
Opel Zafira  Nuevo Zafira Electric XL GS Motor 100 kW + 75 kWh Batería;Eléctricos puros;M1;8;3090;100;243;75;343
Opel Zafira  Nuevo Zafira Electric XL Motor 100 kW + 50 kWh Batería;Eléctricos puros;M1;8;2941;100;242;50;218
Opel Zafira  Nuevo Zafira Electric XL Motor 100 kW + 75 kWh Batería;Eléctricos puros;M1;8;3090;100;264;75;313
Opel Zafira-e Life (MY21.0) Business Edition L BEV 230 136 CV (100 KW);Eléctricos puros;M1;9;3030;100;24.65;50;231
Opel Zafira-e Life (MY21.0) Business Edition L BEV 330 136 CV (100 KW);Eléctricos puros;M1;9;3100;100;25.85;75;329
Opel Zafira-e Life (MY21.0) Business Edition M BEV 230 136 CV (100 KW);Eléctricos puros;M1;9;3015;100;24.65;50;231
Opel Zafira-e Life (MY21.0) Business Edition M BEV 330 136 CV (100 KW);Eléctricos puros;M1;9;3100;100;25.85;75;329
Opel Zafira-e Life (MY21.0) Business Edition S BEV 230 136 CV (100 KW);Eléctricos puros;M1;9;2925;100;24.65;50;231
Opel Zafira-e Life (MY21.0) Business Elegance L BEV 230 136 CV (100 KW);Eléctricos puros;M1;6;2830;100;24.65;50;231
Opel Zafira-e Life (MY21.0) Business Elegance L BEV 330 136 CV (100 KW);Eléctricos puros;M1;6;2970;100;25.85;75;329
Opel Zafira-e Life (MY21.0) Business Elegance M BEV 230 136 CV (100 KW);Eléctricos puros;M1;6;2810;100;24.65;50;231
Opel Zafira-e Life (MY21.0) Business Elegance M BEV 330 136 CV (100 KW);Eléctricos puros;M1;6;2965;100;25.85;75;329
Opel Zafira-e Life (MY21.0) Edition L BEV 230 136 CV (100 KW);Eléctricos puros;M1;8;2965;100;24.65;50;231
Opel Zafira-e Life (MY21.0) Edition L BEV 330 136 CV (100 KW);Eléctricos puros;M1;8;3100;100;25.85;75;329
Opel Zafira-e Life (MY21.0) Edition M BEV 230 136 CV (100 KW);Eléctricos puros;M1;8;2950;100;24.65;50;231
Opel Zafira-e Life (MY21.0) Edition M BEV 330 136 CV (100 KW);Eléctricos puros;M1;8;3100;100;25.85;75;329
Opel Zafira-e Life (MY21.0) Edition S BEV 230 136 CV (100 KW);Eléctricos puros;M1;8;2855;100;24.65;50;231
Opel Zafira-e Life (MY21.0) Elegance L BEV 230 136 CV (100 KW);Eléctricos puros;M1;8;2965;100;24.65;50;231
Opel Zafira-e Life (MY21.0) Elegance L BEV 330 136 CV (100 KW);Eléctricos puros;M1;8;3100;100;25.85;75;329
Opel Zafira-e Life (MY21.0) Elegance M BEV 230 136 CV (100 KW);Eléctricos puros;M1;8;2950;100;24.65;50;231
Opel Zafira-e Life (MY21.0) Elegance M BEV 330 136 CV (100 KW);Eléctricos puros;M1;8;3100;100;25.85;75;329
OVAOBIKES MCR-H EMA/A/0;Eléctricos puros;L3e;2;345;91;5.5;72;110
OVAOBIKES MCR-M EMA/A/0;Eléctricos puros;L3e;2;345;170;7.5;114;200
OVAOBIKES MCR-S EMA/A/0;Eléctricos puros;L3e;1;345;220;7.5;114;200
Paxster EDV 1601/23/L Paxster Cargo;Eléctricos puros;L6e;1;845;4.8;8.4;9.2;141
Paxster EDV 2001 / 42 LX-I-C12-MA;Eléctricos puros;L7e;1;1095;8.4;11.2;10;126
Peugeot 3008 3008 Active Pack PLUG-IN HYBRID 180 e-EAT8;Híbridos enchufables;M1;5;2290;81;17.6;12.4;59
Peugeot 3008 3008 Active Pack PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;81.2;17.5;13.2;53
Peugeot 3008 3008 Active Pack PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;81;17.4;13.2;53
Peugeot 3008 3008 Allure HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2297;80;175;11.8;60
Peugeot 3008 3008 Allure HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;174;11.8;40
Peugeot 3008 3008 Allure Pack HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;174;11.8;40
Peugeot 3008 3008 Allure Pack HYBRID 300 e-EAT8;Híbridos enchufables;M1;5;2270;80;174;11.8;40
Peugeot 3008 3008 Allure Pack PLUG-IN HYBRID 180 e-EAT8;Híbridos enchufables;M1;5;2290;81;17.6;12.4;59
Peugeot 3008 3008 Allure Pack PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;81;17.4;13.2;53
Peugeot 3008 3008 Allure Pack PLUG-IN HYBRID4 300 e-EAT8;Híbridos enchufables;M1;5;2350;164;17.4;13.2;55
Peugeot 3008 3008 GT HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2297;80;175;11.8;60
Peugeot 3008 3008 GT HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;174;11.8;40
Peugeot 3008 3008 GT HYBRID 300 e-EAT8;Híbridos enchufables;M1;5;2330;160;174;13.2;62
Peugeot 3008 3008 GT HYBRID 300 e-EAT8;Híbridos enchufables;M1;5;2270;80;174;11.8;40
Peugeot 3008 3008 GT Line HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2297;80;175;11.8;60
Peugeot 3008 3008 GT Line HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;174;11.8;40
Peugeot 3008 3008 GT Line HYBRID 300 e-EAT8;Híbridos enchufables;M1;5;2330;160;174;13.2;62
Peugeot 3008 3008 GT Line HYBRID 300 e-EAT8;Híbridos enchufables;M1;5;2270;80;174;11.8;40
Peugeot 3008 3008 GT Pack HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;174;11.8;40
Peugeot 3008 3008 GT Pack HYBRID 300 e-EAT8;Híbridos enchufables;M1;5;2270;80;174;11.8;40
Peugeot 3008 3008 GT Pack PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;81;17.4;13.2;53
Peugeot 3008 3008 GT Pack PLUG-IN HYBRID4 300 e-EAT8;Híbridos enchufables;M1;5;2350;164;17.4;13.2;55
Peugeot 3008 3008 GT PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;81;17.4;13.2;53
Peugeot 3008 3008 GT PLUG-IN HYBRID4 300 e-EAT8;Híbridos enchufables;M1;5;2350;164;17.4;13.2;55
Peugeot 3008 3008 Roadtrip HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;80;14.7;11.8;40
Peugeot 3008 3008 Roadtrip HYBRID 300 e-EAT8;Híbridos enchufables;M1;5;2350;80;14.7;11.8;40
Peugeot 308 5P Allure Eléctrico 156 (115 Kw);Eléctricos puros;M1;5;2110;115;14.4;54;413
Peugeot 308 5P GT Eléctrico 156 (115 Kw);Eléctricos puros;M1;5;2110;115;14.4;54;413
Peugeot 308 SW Allure Eléctrico 156 (115 Kw);Eléctricos puros;M1;5;2175;115;14.4;54;413
Peugeot 308 SW GT Eléctrico 156 (115 Kw);Eléctricos puros;M1;5;2175;115;14.4;54;413
Peugeot 408 Allure Pack PLUG-IN HYBRID 180 e-EAT8;Híbridos enchufables;M1;5;2220;80;14.4;12.44;60
Peugeot 408 Allure Pack PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2220;80;14.4;12.44;60
Peugeot 408 Allure PLUG-IN HYBRID 180 e-EAT8;Híbridos enchufables;M1;5;2220;80;14.4;12.44;60
Peugeot 408 First Edition PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2220;80;14.4;12.44;60
Peugeot 408 GT PLUG-IN HYBRID 180 e-EAT8;Híbridos enchufables;M1;5;2220;80;14.4;12.44;60
Peugeot 408 GT PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2220;80;14.4;12.44;60
Peugeot 508 508 5P Active Pack PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;81;16.1;11.8;53
Peugeot 508 508 5P Allure HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;161;11.8;53
Peugeot 508 508 5P Allure Pack HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;161;11.8;53
Peugeot 508 508 5P Allure Pack PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;81;16.1;11.8;53
Peugeot 508 508 5P GT HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;161;11.8;54
Peugeot 508 508 5P GT HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;161;11.8;53
Peugeot 508 508 5P GT Line HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;161;11.8;54
Peugeot 508 508 5P GT Pack HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;80;161;11.8;53
Peugeot 508 508 5P GT Pack PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;81;16.1;11.8;53
Peugeot 508 508 5P GT PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2270;81;16.1;11.8;53
Peugeot 508 508 5P PSE HYBRID 360 e-EAT8;Híbridos enchufables;M1;5;2270;164;166;11.5;46
Peugeot 508 508 5P PSE PLUG-IN HYBRID4 360 e-EAT8;Híbridos enchufables;M1;5;2340;164;16.1;11.5;45
Peugeot 508 508 SW Active Pack PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;81;16.1;11.8;52
Peugeot 508 508 SW Allure HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;80;161;11.8;53
Peugeot 508 508 SW Allure Pack HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;80;161;11.8;53
Peugeot 508 508 SW Allure Pack PLUG-IN HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;81;16.1;11.8;52
Peugeot 508 508 SW GT HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;80;161;11.8;52
Peugeot 508 508 SW GT HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;80;161;11.8;53
Peugeot 508 508 SW GT Line HYBRID 225 e-EAT8;Híbridos enchufables;M1;5;2290;80;161;11.8;52
